vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk
5,40216,272,47.6,93.4,31.7,96.0,79.4,mixed,161,12.2,none
1,54134,247,46.5,88.9,30.0,56.1,77.7,mixed,14,70.1,brakes
10,26334,281,24.4,88.6,34.0,96.1,79.1,highway,6,93.4,oil_system
10,24121,95,48.8,93.0,33.6,73.8,91.1,highway,19,45.8,brakes
2,43145,276,42.9,85.8,31.4,97.5,97.7,mixed,9,59.4,brakes
1,98993,86,38.7,85.2,30.0,99.9,78.4,city,12,75.5,general_service
1,29187,106,44.1,96.2,34.5,62.1,107.6,mixed,4,97.3,brakes
5,15996,145,48.9,85.4,32.4,88.0,76.6,highway,141,7.6,none
3,31163,313,39.0,94.4,30.1,99.4,75.3,highway,77,15.6,none
6,64274,12,40.9,91.8,28.8,93.7,77.7,mixed,24,28.9,tires
10,97224,249,47.5,99.4,30.3,93.3,73.5,highway,14,60.9,general_service
6,21606,107,51.4,95.5,31.3,97.6,75.5,city,140,10.4,none
2,54674,187,53.0,92.3,34.2,99.7,87.9,highway,22,48.7,general_service
1,41953,224,53.4,97.4,31.3,94.7,78.6,city,150,7.2,none
8,69327,128,50.6,93.7,28.3,87.5,70.6,city,28,36.0,tires
8,26079,194,29.0,91.6,34.3,85.0,82.7,mixed,13,63.9,oil_system
3,33725,109,45.8,85.4,33.7,55.1,108.0,highway,4,99.0,brakes
2,14362,52,24.8,87.0,35.0,96.6,72.7,city,3,83.8,oil_system
9,6484,330,39.6,96.4,30.3,92.3,80.5,mixed,129,9.6,none
10,38073,28,48.9,98.3,34.8,87.6,84.3,mixed,168,13.2,none
5,27901,220,39.9,91.2,35.0,97.3,74.6,city,61,6.2,none
4,11637,141,42.4,103.7,33.6,97.5,88.5,highway,11,76.5,engine
1,13801,3,29.6,96.5,34.6,97.1,81.5,city,14,55.4,oil_system
8,57770,145,35.1,97.0,34.1,89.0,72.7,highway,19,29.8,oil_system
10,32949,9,45.9,87.6,20.3,85.5,72.3,highway,6,95.8,tires
5,24563,174,53.5,95.2,34.4,57.9,72.8,mixed,12,62.2,brakes
5,44810,180,43.0,102.8,30.4,88.5,70.9,city,12,77.9,engine
7,13566,327,32.9,87.0,33.4,98.4,86.6,highway,8,59.3,oil_system
1,49656,240,49.6,108.1,32.0,97.3,84.8,city,6,92.0,engine
7,32401,88,47.7,94.3,31.8,89.3,74.3,highway,176,22.4,none
9,7846,60,49.0,92.8,31.9,64.7,113.6,city,4,90.8,brakes
1,27160,36,53.3,97.2,34.4,99.5,73.8,mixed,171,5.8,none
7,28969,247,53.3,99.9,28.4,95.3,87.4,city,23,47.1,tires
10,38820,325,38.9,98.7,30.6,81.5,93.2,mixed,24,42.1,brakes
7,14280,104,45.0,98.8,32.1,95.3,74.3,mixed,148,1.6,none
8,50702,311,33.4,94.1,33.4,94.9,76.2,highway,9,72.7,oil_system
5,23475,279,39.7,94.1,24.8,93.2,88.4,city,7,88.8,tires
7,29169,271,43.0,96.4,30.6,96.5,76.9,city,71,1.3,none
9,18752,150,54.8,90.3,22.7,92.8,83.9,mixed,5,85.7,tires
3,20216,88,52.6,113.6,32.2,91.5,83.4,city,3,77.6,engine
10,14886,304,49.1,89.8,32.4,65.4,107.3,mixed,4,86.1,brakes
3,20594,170,38.3,88.9,34.4,97.4,84.1,mixed,168,12.7,none
5,47464,57,39.8,88.1,30.7,50.3,112.6,mixed,1,90.6,brakes
7,48117,28,44.9,89.1,33.8,86.3,73.3,highway,40,9.4,none
1,35371,107,51.4,107.7,31.5,94.4,78.7,highway,6,78.5,engine
8,12413,310,50.7,95.2,33.9,80.5,91.3,city,18,48.1,brakes
7,19578,331,18.5,98.8,34.9,88.1,76.9,highway,7,75.6,oil_system
8,54658,255,28.8,91.4,34.4,87.2,79.1,mixed,12,67.6,oil_system
10,36076,216,43.2,96.9,33.5,90.8,76.5,city,139,3.3,none
3,20089,49,50.0,91.8,31.4,87.3,76.2,highway,58,4.4,none
5,28076,324,47.7,95.2,30.9,88.3,85.1,mixed,165,14.4,none
9,29844,6,36.8,89.5,32.4,87.3,88.6,mixed,26,52.2,oil_system
4,22793,343,49.4,93.2,34.3,77.4,96.4,mixed,21,34.3,brakes
10,38573,354,19.2,91.2,33.5,91.8,89.4,city,3,84.5,oil_system
4,14152,108,50.3,98.6,30.6,97.1,89.9,mixed,46,1.5,none
3,62813,24,49.4,93.1,28.4,93.1,89.4,city,16,43.1,tires
4,20092,341,52.4,87.6,33.5,89.0,74.9,highway,95,11.3,none
3,37881,343,41.8,89.6,32.5,93.4,74.9,city,117,23.1,none
3,24098,301,47.3,94.9,32.8,56.2,107.1,highway,5,79.8,brakes
1,77291,143,50.6,98.1,32.7,66.3,76.8,city,12,51.6,brakes
1,34021,221,45.6,95.6,33.8,75.1,97.7,city,21,39.3,brakes
6,45996,0,50.5,87.5,34.0,87.3,76.8,mixed,178,19.2,none
2,31274,189,43.9,93.3,31.1,90.2,74.8,mixed,146,12.9,none
5,44762,312,47.4,99.3,30.5,87.4,73.5,mixed,84,23.3,none
8,9526,141,41.7,96.6,32.4,85.5,77.2,highway,35,19.4,none
5,13749,47,54.6,86.3,20.5,90.6,84.0,city,2,96.5,tires
4,10460,343,21.9,89.5,32.9,88.9,85.9,city,4,95.3,oil_system
1,32841,341,36.3,88.7,30.0,89.1,81.3,city,15,38.4,oil_system
6,6810,210,42.3,91.5,20.4,90.1,80.0,highway,1,92.7,tires
6,17562,190,40.5,98.9,24.0,86.0,87.6,mixed,2,97.6,tires
1,33237,287,49.8,90.9,30.4,88.9,73.3,highway,140,11.5,none
2,27454,196,51.6,94.0,34.8,61.9,105.4,highway,7,86.0,brakes
2,48523,8,18.6,99.4,30.5,95.2,86.4,highway,1,98.7,oil_system
8,40295,18,40.6,93.3,31.2,90.6,84.0,city,75,10.1,none
1,18157,330,49.1,108.0,33.0,91.3,76.4,mixed,6,79.8,engine
3,22685,64,48.1,89.6,31.8,94.1,80.5,mixed,41,10.9,none
8,39552,14,28.9,97.4,30.8,88.8,88.1,city,12,51.2,oil_system
5,7082,82,48.7,88.7,33.1,90.5,73.9,city,130,9.0,none
8,72284,190,32.9,86.5,31.1,86.8,74.2,mixed,10,65.4,oil_system
1,19902,76,20.4,89.9,30.7,86.1,80.0,highway,2,75.8,oil_system
5,22566,360,50.2,109.3,31.2,85.4,73.4,highway,6,84.3,engine
9,48137,223,47.2,98.6,26.9,93.6,80.5,mixed,17,42.4,tires
10,7316,72,42.9,86.7,34.9,99.0,87.5,highway,41,9.9,none
8,68624,328,41.7,90.6,32.0,88.3,74.5,highway,17,52.6,general_service
4,18213,211,44.4,94.7,33.5,90.6,73.5,highway,57,17.1,none
2,43331,20,49.7,97.3,24.7,85.3,73.4,city,4,86.3,tires
4,10239,218,53.5,89.5,34.8,90.2,74.1,mixed,128,5.0,none
10,28769,329,31.0,87.7,32.3,96.0,73.4,mixed,11,63.9,oil_system
6,28801,344,44.2,95.2,27.0,88.2,77.4,city,22,47.2,tires
7,82260,85,42.2,89.0,32.0,91.0,72.8,city,10,51.7,general_service
2,32664,350,51.5,99.1,31.0,97.6,88.2,mixed,73,9.9,none
3,28587,3,45.5,94.5,34.6,52.7,108.8,highway,1,76.8,brakes
2,68416,266,44.5,87.9,30.5,97.8,86.1,city,18,51.6,general_service
9,38127,228,49.2,112.7,30.9,97.2,74.2,city,5,81.7,engine
9,43770,22,52.9,88.8,32.5,93.2,75.2,city,112,12.6,none
9,24244,347,39.6,95.0,31.3,95.3,98.8,mixed,11,71.8,brakes
9,49664,62,50.1,92.7,30.2,90.4,86.4,city,179,18.1,none
4,35771,154,53.4,114.4,31.3,92.7,85.7,city,5,83.0,engine
6,20030,116,50.5,104.9,32.5,85.2,78.3,highway,28,29.0,engine
6,71431,242,39.5,102.1,33.1,95.9,75.4,city,9,63.8,engine
9,7298,7,46.9,86.2,32.4,78.7,91.7,highway,30,26.9,brakes
9,27531,41,40.6,89.7,34.9,60.8,112.3,mixed,1,90.7,brakes
8,12279,155,47.8,87.9,34.8,91.9,81.2,mixed,92,17.4,none
5,64302,264,29.0,87.6,31.7,96.6,86.0,mixed,13,68.5,oil_system
3,16297,191,52.2,112.2,33.4,85.2,73.7,city,4,95.2,engine
7,43367,150,39.5,110.5,30.9,94.7,79.3,mixed,1,91.6,engine
10,16815,138,52.0,97.0,32.4,55.8,109.2,city,2,97.9,brakes
9,29534,22,52.6,103.2,32.6,85.6,87.8,highway,14,65.0,engine
1,15043,42,45.2,85.9,33.4,96.3,94.3,mixed,9,54.1,brakes
3,21890,266,49.3,88.1,30.8,87.5,83.5,city,140,17.9,none
10,19502,19,46.9,98.4,34.0,93.0,85.8,highway,179,10.7,none
7,48227,267,48.1,93.1,21.9,87.7,78.6,highway,1,97.2,tires
8,33991,73,44.6,87.4,30.9,86.2,77.1,mixed,145,8.1,none
8,48161,123,48.8,102.8,33.6,94.8,81.6,mixed,15,34.8,engine
3,53556,11,33.8,99.9,30.7,85.4,77.5,city,14,53.8,oil_system
5,8712,115,22.5,95.5,32.2,97.7,74.8,mixed,1,77.1,oil_system
4,48769,262,44.4,87.9,22.2,99.6,80.9,mixed,3,78.2,tires
7,20211,8,22.1,93.7,30.1,95.7,85.3,highway,6,84.4,oil_system
8,31681,62,43.4,96.4,34.0,57.3,75.1,highway,10,74.2,brakes
4,27335,189,48.0,91.7,21.0,89.2,72.4,city,1,81.2,tires
8,21881,283,29.3,92.2,33.3,98.0,88.4,highway,11,62.3,oil_system
4,45808,119,39.6,95.8,23.0,97.4,79.0,city,4,81.8,tires
9,17289,186,50.1,95.8,31.3,96.5,88.9,mixed,54,6.6,none
7,30425,195,53.3,88.6,30.8,82.5,91.7,city,27,43.4,brakes
10,14762,101,42.1,88.0,32.0,79.8,96.8,mixed,26,33.0,brakes
10,31510,117,48.5,106.8,34.1,99.5,77.9,city,5,77.6,engine
1,33516,319,52.7,90.8,26.5,88.7,79.2,mixed,21,27.1,tires
3,19567,15,51.5,107.1,30.3,86.5,71.9,highway,7,85.9,engine
3,43395,19,41.5,87.6,33.1,93.4,80.0,mixed,114,14.3,none
9,26127,306,39.5,96.1,34.0,98.5,80.2,city,140,8.9,none
4,15210,108,51.7,94.4,31.1,61.0,70.2,mixed,9,76.9,brakes
7,12241,13,30.0,85.2,34.4,89.9,80.1,mixed,11,69.1,oil_system
8,38307,90,38.8,92.8,32.6,59.4,104.3,mixed,6,89.1,brakes
3,72629,261,51.2,91.9,33.3,63.8,89.4,mixed,9,76.3,brakes
5,34273,260,54.0,93.6,22.0,89.8,81.9,city,7,83.2,tires
4,44310,187,44.5,102.8,30.8,85.3,83.7,mixed,20,51.4,engine
6,49030,283,40.2,92.6,32.7,96.8,84.1,highway,118,9.3,none
5,38032,176,42.6,86.7,33.1,98.3,89.7,city,95,9.0,none
1,22819,58,24.8,87.9,31.2,85.5,84.6,highway,7,92.2,oil_system
10,40527,48,51.9,99.3,33.1,78.6,99.0,highway,11,77.4,brakes
7,47105,285,43.6,87.0,30.2,81.6,93.9,city,15,38.7,brakes
4,31234,354,51.8,113.3,31.9,96.5,79.6,city,4,90.0,engine
1,51356,147,42.9,93.1,33.0,75.2,98.2,city,8,54.1,brakes
6,51405,105,33.1,95.8,33.6,96.3,73.4,city,10,57.2,oil_system
7,6670,32,49.4,97.2,21.7,86.1,80.1,city,1,95.0,tires
5,44334,168,38.7,98.8,33.0,88.2,73.6,mixed,166,18.7,none
5,22788,30,52.6,102.8,33.5,97.5,72.3,city,14,67.3,engine
10,22519,289,47.5,110.0,31.3,87.5,70.8,city,2,82.2,engine
10,21306,9,43.0,97.1,34.0,92.4,85.0,mixed,86,9.7,none
6,32856,302,46.4,94.0,31.5,87.4,81.3,highway,52,21.4,none
8,25425,361,47.1,99.4,24.7,85.6,70.6,city,5,78.6,tires
7,7957,259,48.6,97.9,34.9,89.5,82.3,highway,53,6.9,none
5,35208,319,46.2,102.1,30.0,89.8,89.5,mixed,11,64.1,engine
7,50436,253,31.0,92.0,32.4,96.8,87.8,mixed,10,59.6,oil_system
7,80274,274,40.0,87.5,32.5,97.9,78.2,highway,11,63.5,general_service
4,9551,291,19.6,90.9,33.0,87.4,70.4,highway,6,79.3,oil_system
5,21839,319,42.7,107.2,31.4,97.8,80.1,city,3,86.6,engine
3,12122,178,51.8,97.2,27.2,95.5,72.9,mixed,28,53.6,tires
7,29557,36,44.1,114.8,34.5,94.1,70.5,mixed,4,96.0,engine
5,82943,81,46.1,95.6,34.1,91.2,76.1,highway,14,62.2,general_service
8,46792,44,20.6,89.5,30.8,93.2,84.2,mixed,7,98.7,oil_system
5,44113,120,45.2,102.1,30.6,96.0,85.1,city,12,64.9,engine
4,22141,5,49.3,92.4,31.9,63.4,73.2,highway,9,58.1,brakes
5,21095,59,18.1,91.4,31.6,94.8,73.5,city,4,88.5,oil_system
2,24465,254,43.9,93.6,33.0,88.9,80.3,city,160,11.3,none
2,45434,285,51.1,90.2,32.1,66.3,113.1,highway,6,83.4,brakes
8,16895,114,44.5,95.0,21.9,99.1,79.1,mixed,6,97.1,tires
4,63882,361,28.5,88.0,30.7,85.3,77.5,mixed,8,78.2,oil_system
2,29476,276,40.6,100.8,32.3,88.9,84.7,highway,23,26.1,engine
4,25813,51,54.2,100.8,34.3,99.7,84.9,city,16,47.0,engine
3,5977,1,45.7,88.7,31.8,92.2,86.1,mixed,69,13.3,none
8,28926,244,51.3,87.2,24.0,91.1,74.7,mixed,1,84.7,tires
8,9214,156,45.8,90.1,33.9,96.5,81.8,highway,60,18.3,none
7,86535,229,54.8,97.5,34.6,91.7,85.6,mixed,10,75.7,general_service
9,7825,131,40.5,93.0,34.3,93.1,74.1,highway,156,22.3,none
3,47627,15,22.6,94.1,31.2,85.1,80.5,mixed,7,86.1,oil_system
7,18943,325,47.6,97.9,30.0,94.6,93.6,city,12,73.2,brakes
8,5517,71,43.5,86.6,21.8,98.5,83.2,highway,5,82.8,tires
1,11514,184,50.9,104.6,34.1,88.0,75.0,mixed,30,32.4,engine
2,98004,41,41.3,97.6,34.5,98.2,84.0,highway,8,54.6,general_service
5,38314,110,47.9,98.4,31.2,76.3,96.3,city,8,60.5,brakes
9,35042,253,47.7,90.4,33.8,89.0,72.9,highway,130,13.4,none
4,41371,31,42.2,93.9,30.5,83.7,94.9,city,27,46.8,brakes
7,34930,215,51.7,93.2,32.7,99.3,96.6,city,8,71.8,brakes
6,39359,19,43.1,89.6,30.4,76.2,91.4,highway,21,42.2,brakes
6,84351,38,40.2,90.3,33.8,95.2,84.5,city,8,66.5,general_service
1,15046,80,40.1,93.6,30.2,57.8,109.4,mixed,3,97.1,brakes
9,9254,26,41.5,86.3,20.5,86.3,89.3,city,1,92.4,tires
1,37939,236,53.5,87.5,32.2,93.9,87.8,city,88,13.0,none
1,45103,199,39.1,85.4,33.3,96.4,86.4,mixed,109,14.8,none
7,37844,86,54.0,103.5,30.8,99.3,83.9,mixed,14,65.9,engine
9,12620,291,43.9,98.9,30.8,52.1,112.2,highway,5,88.7,brakes
7,39245,281,51.1,99.6,30.4,68.2,105.5,highway,1,85.2,brakes
9,22204,241,41.0,99.8,31.8,96.8,91.4,city,13,51.3,brakes
6,31978,176,51.8,102.5,30.8,94.3,72.9,mixed,29,42.5,engine
5,25430,222,47.5,97.0,32.9,92.3,76.9,city,106,23.2,none
8,32880,226,54.3,98.7,34.8,86.1,75.0,highway,138,6.5,none
9,69032,218,40.4,98.3,32.0,91.9,85.2,city,25,53.2,general_service
5,42648,173,49.8,90.5,24.3,93.5,85.1,city,6,79.8,tires
9,15379,309,50.2,103.9,30.2,88.5,70.9,city,13,62.5,engine
6,53114,365,36.6,99.4,30.5,96.4,81.9,highway,28,38.7,oil_system
3,12961,105,22.0,99.6,32.7,87.2,89.6,mixed,6,75.8,oil_system
7,20010,133,48.5,103.8,32.6,96.3,88.9,highway,13,51.5,engine
10,99388,326,47.5,85.4,34.0,98.5,81.4,highway,8,52.5,general_service
6,62232,326,41.9,95.4,32.7,94.8,96.5,highway,10,76.0,brakes
8,42321,300,46.2,91.2,31.4,56.8,79.1,mixed,10,74.3,brakes
10,21424,205,49.7,90.9,28.7,88.4,80.4,mixed,30,50.8,tires
1,25108,342,54.1,90.7,31.0,81.9,98.5,highway,9,77.9,brakes
7,19582,49,36.3,90.8,32.7,96.9,83.7,city,20,36.3,oil_system
8,34965,15,47.8,94.1,34.0,81.0,91.5,mixed,20,51.6,brakes
2,14259,354,44.8,87.3,31.4,94.3,81.5,city,93,11.1,none
9,29577,236,39.1,85.9,33.5,61.8,89.1,mixed,13,78.4,brakes
1,89848,46,40.0,95.4,32.9,94.2,88.2,mixed,11,69.5,general_service
3,26750,75,46.4,114.4,30.0,99.5,76.9,mixed,7,85.0,engine
6,15171,287,54.9,92.0,27.2,91.3,80.4,mixed,26,31.4,tires
3,19662,251,40.9,95.3,34.9,96.8,82.8,mixed,155,3.6,none
3,6866,186,44.3,97.6,23.1,91.1,74.1,city,7,78.9,tires
3,43970,86,48.5,89.7,27.5,89.8,71.0,mixed,29,36.0,tires
10,40162,148,48.4,95.2,33.8,92.1,83.3,highway,136,7.2,none
2,32680,172,49.1,86.1,23.6,89.9,78.6,highway,4,94.9,tires
3,31927,16,51.6,100.9,34.9,91.9,88.0,city,18,36.2,engine
4,51590,282,43.4,97.5,31.5,63.7,75.1,mixed,13,59.4,brakes
10,20225,93,50.3,93.7,33.9,72.6,91.5,mixed,21,26.2,brakes
9,67637,199,39.4,95.8,28.6,94.6,88.2,city,18,32.2,tires
1,11763,228,42.6,89.6,30.5,87.5,81.4,mixed,178,6.6,none
5,35411,172,47.0,108.7,34.6,94.1,77.3,city,5,81.4,engine
3,8415,276,54.3,94.9,30.7,63.6,102.3,highway,4,76.6,brakes
2,5643,323,53.7,90.0,31.1,97.8,88.1,highway,160,20.3,none
5,70829,211,50.1,86.1,27.1,96.1,87.8,mixed,25,45.4,tires
5,10123,242,43.6,95.7,33.5,76.2,95.2,mixed,13,61.6,brakes
1,9268,357,19.1,96.0,32.1,99.1,84.0,mixed,3,85.5,oil_system
4,43790,240,44.4,112.2,32.4,88.0,70.4,mixed,4,86.6,engine
5,43039,189,53.6,93.1,31.9,97.8,87.3,highway,100,10.2,none
2,75252,243,29.6,96.2,33.3,90.5,88.5,city,13,55.7,oil_system
4,91091,44,38.3,92.2,32.5,85.7,83.5,highway,13,60.1,general_service
5,30952,24,40.6,91.1,26.5,99.3,89.9,highway,30,43.2,tires
8,46377,197,46.3,109.1,32.6,86.4,79.4,mixed,5,91.7,engine
5,33578,315,40.3,101.8,30.5,96.3,74.8,city,15,37.1,engine
5,49195,168,40.1,94.4,32.6,90.4,96.1,highway,12,52.3,brakes
4,78639,296,50.8,96.7,32.5,92.6,79.5,highway,30,53.2,general_service
7,47045,96,50.6,85.3,33.2,91.0,76.1,mixed,173,17.4,none
1,44618,168,19.1,95.8,30.6,88.6,83.3,mixed,7,90.0,oil_system
3,30614,116,25.3,94.1,31.4,87.5,88.9,mixed,7,94.0,oil_system
1,55151,71,41.1,90.8,31.0,59.0,85.2,city,8,78.6,brakes
7,77400,336,33.6,98.8,35.0,99.3,81.0,mixed,13,74.7,oil_system
9,17880,130,54.5,89.1,34.0,66.6,112.3,highway,6,91.7,brakes
8,21248,312,49.8,94.4,30.3,99.6,82.1,mixed,37,18.8,none
9,35105,158,49.5,87.0,33.6,67.8,112.5,highway,2,93.5,brakes
5,96926,285,48.9,88.2,32.0,85.8,86.3,mixed,11,55.9,general_service
8,23500,292,49.2,112.7,33.6,87.1,86.1,city,2,80.3,engine
8,38071,166,48.6,97.0,32.8,73.5,94.1,city,29,44.1,brakes
2,82658,208,45.2,88.7,30.1,94.6,87.6,mixed,13,53.3,general_service
3,26411,321,21.3,87.0,34.5,85.5,85.8,city,6,90.5,oil_system
6,46109,19,25.5,94.4,34.7,93.4,73.8,highway,1,97.4,oil_system
8,17206,206,49.2,98.2,22.1,93.7,84.7,highway,4,81.6,tires
10,23545,275,42.2,85.6,34.8,97.1,89.3,city,92,12.9,none
4,22351,177,51.5,95.1,32.8,92.1,84.1,mixed,36,22.2,none
1,54539,175,53.6,101.0,34.6,90.7,80.0,mixed,14,77.6,engine
1,48680,93,43.9,101.2,31.0,88.4,77.4,city,9,55.7,engine
8,7437,205,47.7,95.9,34.1,91.0,71.9,city,95,22.3,none
2,63330,331,40.4,94.6,28.3,86.5,72.4,city,20,45.0,tires
4,15935,177,51.0,99.6,33.7,88.3,75.0,highway,82,22.6,none
9,75309,348,34.6,88.0,30.0,96.4,82.8,city,27,32.3,oil_system
3,36242,306,48.6,92.9,33.8,97.6,74.0,highway,42,22.5,none
9,39779,213,50.4,101.3,34.7,90.9,86.9,mixed,15,37.8,engine
1,27013,365,41.9,93.3,26.7,93.3,86.2,mixed,24,37.6,tires
3,72244,21,50.3,88.7,26.8,94.7,84.6,mixed,20,26.9,tires
8,27160,345,46.5,86.4,34.6,95.1,89.6,mixed,34,18.7,none
1,7403,345,25.1,85.4,32.0,86.4,84.8,highway,7,78.3,oil_system
7,52382,272,35.2,95.0,30.0,87.1,79.4,highway,19,36.0,oil_system
10,43353,144,39.3,96.4,34.1,73.3,91.2,highway,17,38.2,brakes
8,46234,174,21.1,98.4,31.2,85.4,89.5,mixed,3,89.7,oil_system
9,91840,334,48.2,98.5,34.1,89.9,89.3,mixed,12,55.9,general_service
4,70368,181,55.0,89.7,30.1,99.2,77.9,mixed,30,35.6,general_service
4,21172,15,51.1,103.6,31.6,86.7,77.0,mixed,13,75.9,engine
4,45364,342,43.0,92.1,33.2,60.2,106.5,mixed,1,84.9,brakes
10,72946,256,28.5,95.8,32.1,94.3,78.0,highway,14,65.5,oil_system
1,19609,143,41.8,97.0,31.3,58.3,81.2,highway,14,50.2,brakes
7,38472,2,36.9,85.3,30.6,95.4,81.8,city,26,36.0,oil_system
4,83013,35,53.1,93.5,31.9,90.1,77.6,city,11,51.3,general_service
1,46628,341,52.0,90.0,33.6,52.9,115.0,mixed,6,93.0,brakes
3,20786,187,41.4,113.3,34.0,88.9,74.5,mixed,1,83.8,engine
4,7875,341,48.3,85.3,31.8,87.4,77.3,mixed,120,13.6,none
4,25289,21,43.0,104.3,30.2,91.3,87.3,mixed,24,32.4,engine
3,34458,216,47.9,91.1,31.1,74.2,93.0,highway,18,29.6,brakes
5,13854,230,42.2,98.2,24.4,91.5,85.5,mixed,1,93.1,tires
7,44773,34,43.4,94.9,31.8,77.8,96.7,city,17,46.7,brakes
10,24029,354,48.9,96.3,31.5,91.4,79.3,mixed,114,8.5,none
9,42342,36,52.3,102.3,30.4,96.0,87.5,highway,27,43.9,engine
2,46078,127,50.3,102.7,32.6,93.0,88.5,city,19,53.2,engine
5,65208,112,39.2,89.8,34.8,88.3,75.5,mixed,26,26.6,general_service
7,72930,74,51.4,90.7,30.6,65.0,77.8,highway,9,56.5,brakes
1,21889,110,44.1,93.4,34.7,56.4,107.3,highway,4,95.1,brakes
3,16893,163,46.8,94.2,30.5,98.8,71.8,mixed,104,3.6,none
1,49349,238,44.3,88.2,30.3,90.0,72.2,city,42,16.0,none
7,5256,327,49.6,97.5,31.4,94.0,91.9,highway,14,71.0,brakes
7,35541,37,48.7,93.3,31.8,81.1,97.9,city,21,35.8,brakes
9,44761,118,43.5,93.1,32.4,79.5,91.8,highway,26,27.3,brakes
9,26792,27,50.1,98.2,30.4,92.3,95.8,mixed,10,66.0,brakes
7,20340,365,47.8,95.2,33.4,88.4,76.8,mixed,52,7.3,none
6,38777,2,44.0,95.3,34.3,82.4,94.7,city,23,38.1,brakes
6,7354,17,38.2,91.0,30.1,97.3,80.7,mixed,32,22.2,none
6,23501,61,38.8,109.6,34.4,92.7,74.5,mixed,6,96.6,engine
3,27864,11,52.6,101.8,34.9,96.8,86.3,city,9,58.0,engine
7,12634,262,33.5,97.5,32.9,96.8,88.8,city,13,54.6,oil_system
8,86396,309,41.2,93.8,32.2,99.6,73.3,mixed,11,64.3,general_service
8,63470,41,53.6,101.4,33.2,87.2,78.0,city,12,70.5,engine
4,26575,296,39.7,94.4,32.9,91.0,71.2,city,162,1.2,none
9,21389,69,50.1,88.0,32.3,61.2,103.5,highway,4,82.8,brakes
1,45915,327,46.2,98.9,31.2,97.1,86.8,mixed,108,21.1,none
2,14767,290,51.4,85.4,33.4,90.7,79.4,mixed,151,23.2,none
8,29318,29,43.6,106.7,32.2,88.8,77.8,mixed,4,98.2,engine
3,6204,101,43.2,92.3,33.7,67.5,101.6,mixed,4,88.5,brakes
10,22315,310,36.7,91.0,30.4,88.0,81.5,highway,19,27.3,oil_system
6,33921,143,46.0,94.0,30.0,78.8,98.3,highway,24,31.4,brakes
7,48811,313,50.4,91.7,30.6,98.4,80.1,city,39,11.7,none
6,33908,325,52.3,106.5,30.7,96.1,88.9,mixed,5,83.4,engine
1,30978,246,38.4,92.4,31.1,66.3,77.2,highway,12,62.5,brakes
10,17363,337,47.2,91.8,21.6,93.3,76.9,highway,7,78.6,tires
5,20895,17,52.9,87.6,34.8,91.0,89.0,mixed,166,23.3,none
9,59212,138,54.4,92.9,32.1,86.2,81.4,city,17,25.1,general_service
2,65023,77,42.7,95.9,32.4,91.3,76.7,city,23,52.7,general_service
7,32117,332,53.3,95.2,33.0,93.9,76.9,city,76,5.8,none
9,46784,16,45.0,109.4,33.3,96.3,86.8,highway,1,98.2,engine
3,14987,281,50.1,96.8,20.2,85.3,88.5,highway,7,97.2,tires
1,30729,131,45.0,85.7,33.0,78.1,98.5,city,19,53.7,brakes
5,60635,220,41.7,102.9,30.2,85.5,74.6,mixed,14,66.7,engine
2,5752,233,32.6,96.2,30.6,91.7,81.2,highway,8,61.8,oil_system
2,11087,155,47.3,85.6,33.7,83.8,92.3,city,10,62.5,brakes
6,27736,203,48.6,94.0,32.4,99.8,83.2,city,62,11.1,none
10,48201,232,50.5,92.7,31.8,81.8,95.0,city,15,53.9,brakes
1,64195,86,46.8,88.8,31.9,89.8,73.2,mixed,21,31.9,general_service
10,65890,211,53.4,98.4,32.6,95.3,98.3,city,9,56.8,brakes
3,49024,45,45.8,109.3,31.4,95.6,89.7,mixed,1,93.2,engine
10,25212,226,49.5,93.9,32.6,52.1,105.8,highway,3,80.2,brakes
2,33210,165,42.7,98.9,34.4,88.6,87.8,highway,55,19.3,none
10,58869,153,54.9,98.7,31.8,62.2,85.6,mixed,9,69.8,brakes
8,35330,273,38.4,92.0,27.4,97.8,84.0,highway,17,53.6,tires
10,39709,326,50.1,85.6,31.6,79.2,94.8,city,12,74.6,brakes
3,57850,194,42.6,98.6,30.6,63.1,74.1,mixed,8,63.9,brakes
8,28688,215,46.0,87.1,32.3,72.4,95.7,highway,22,44.9,brakes
7,47509,170,51.6,97.7,30.6,96.4,79.0,highway,37,4.9,none
2,20207,176,38.9,99.7,32.7,98.8,88.3,highway,130,19.7,none
2,24102,363,53.3,88.0,31.9,74.9,92.7,highway,17,52.3,brakes
5,57277,28,53.7,98.5,31.8,93.9,87.3,city,27,30.3,general_service
10,77267,80,32.9,88.7,30.0,99.1,89.6,highway,12,78.7,oil_system
6,22666,58,54.9,90.4,33.5,79.0,91.3,highway,30,35.2,brakes
3,26947,353,40.6,86.0,33.9,99.2,77.8,mixed,73,11.8,none
2,15396,261,38.0,103.3,32.8,85.6,88.5,mixed,20,52.2,engine
9,6888,258,43.1,88.1,21.5,97.8,84.0,highway,2,94.0,tires
2,71361,154,45.8,89.4,31.1,94.8,91.5,highway,14,56.0,brakes
8,25279,195,52.9,101.1,31.2,99.5,70.1,highway,28,33.1,engine
1,21294,164,53.6,103.2,30.5,97.8,80.4,city,10,59.3,engine
