brake_temp,brake_fluid,oil_pressure,engine_temp,tire_pressure,mileage,is_anomaly
89.5,90.8,39.3,89.9,33.9,38273,0
78.5,98.1,42.1,99.2,32.0,23794,0
88.9,88.6,46.0,97.1,33.7,17702,0
106.1,66.6,18.9,108.3,21.3,91575,1
75.4,98.4,52.5,86.1,32.0,46513,0
109.2,66.9,25.3,110.6,21.6,93853,1
83.5,86.4,51.2,96.8,34.0,10909,0
74.6,98.7,50.1,97.3,31.7,45241,0
79.3,96.5,42.5,97.6,34.0,16560,0
88.1,98.2,40.3,98.4,32.7,17775,0
88.0,93.7,51.0,85.8,34.1,45330,0
87.3,88.3,39.0,91.0,34.5,36972,0
71.7,88.8,41.7,88.1,34.2,45060,0
111.2,62.0,20.3,109.8,24.0,86421,1
113.9,67.9,21.3,116.4,21.8,91201,1
88.0,88.2,49.9,88.0,31.9,35376,0
89.3,87.1,42.3,91.7,32.3,36246,0
103.8,66.2,25.9,113.8,21.0,93051,1
77.2,92.6,40.8,98.3,30.5,46022,0
74.9,99.5,41.9,88.3,30.9,38737,0
76.9,92.5,47.5,96.2,31.5,27452,0
105.1,59.6,19.1,109.6,20.0,86883,1
70.8,88.0,50.8,98.9,32.7,42561,0
88.2,97.0,44.7,99.8,33.0,42943,0
85.0,88.4,39.1,93.5,30.4,25699,0
87.2,90.5,44.9,91.6,34.9,21822,0
77.8,88.4,52.5,94.5,34.2,20379,0
101.9,60.6,25.1,106.3,24.7,94832,1
78.6,98.3,54.5,98.8,32.7,23908,0
86.2,98.3,51.0,86.3,30.3,16076,0
77.3,86.3,39.3,97.4,30.5,36114,0
78.8,94.6,41.3,94.5,33.5,40524,0
72.6,87.9,51.0,99.2,33.3,15123,0
70.4,99.9,54.7,98.5,34.3,40627,0
101.2,56.2,21.2,106.9,22.6,98881,1
89.4,93.6,48.3,93.1,33.8,40609,0
86.5,97.1,39.0,85.3,34.2,26827,0
80.8,99.8,49.0,88.7,31.4,8441,0
72.4,94.0,39.9,95.5,32.9,12861,0
108.0,58.4,22.8,110.5,24.3,89912,1
78.8,94.9,45.9,88.8,30.5,26103,0
83.0,95.5,51.0,92.8,31.7,24916,0
73.9,88.5,38.5,86.1,30.5,36739,0
102.5,58.2,18.2,107.9,24.0,92720,1
114.5,65.9,24.0,113.3,20.6,93952,1
110.3,59.0,24.7,109.6,23.5,82710,1
104.4,57.0,22.3,108.7,20.9,89202,1
80.9,91.5,38.3,95.9,30.0,39681,0
86.2,93.5,43.6,94.0,30.2,45661,0
82.0,95.5,47.6,87.5,33.4,14576,0
73.2,91.6,38.8,96.7,31.1,48004,0
114.5,67.5,21.4,117.2,24.0,95256,1
78.3,94.0,40.8,94.1,30.8,5900,0
74.5,95.5,46.3,99.1,30.7,30765,0
82.8,94.6,41.6,87.6,33.4,20296,0
85.0,91.7,45.1,93.3,30.7,10017,0
82.2,98.0,50.1,88.5,33.0,49835,0
87.3,98.8,46.6,98.7,30.2,38668,0
83.4,97.6,52.2,90.2,31.3,41546,0
72.2,87.4,50.1,86.0,34.8,38112,0
88.1,93.1,43.5,95.0,31.1,39899,0
75.3,94.3,42.6,89.6,33.1,18935,0
73.9,94.6,47.0,92.3,33.7,16580,0
74.5,93.5,53.0,87.9,31.1,26314,0
109.3,60.9,20.1,107.7,22.9,93155,1
102.6,64.8,18.4,113.9,22.5,81684,1
106.9,65.7,18.1,110.1,20.3,87400,1
103.8,66.5,25.6,111.5,20.5,99146,1
75.6,94.1,39.5,94.5,34.6,25299,0
79.7,97.5,38.8,88.2,34.3,11935,0
85.2,97.6,52.8,86.9,33.7,48396,0
86.3,93.2,45.0,96.3,33.5,12530,0
81.4,96.4,54.8,91.8,32.4,14825,0
71.1,85.4,38.6,97.9,30.6,45284,0
101.7,64.9,20.8,115.1,24.0,99075,1
113.4,58.3,25.1,112.6,24.1,97917,1
82.4,98.3,40.2,90.8,32.2,47475,0
73.3,92.4,42.4,86.7,33.7,45006,0
79.4,93.0,51.4,87.0,31.5,30343,0
112.0,66.2,23.6,112.0,20.1,89059,1
70.1,98.8,47.1,98.6,33.9,24831,0
85.7,99.8,43.9,95.8,32.2,38802,0
87.8,87.7,52.0,86.1,32.9,40951,0
86.3,90.3,48.9,98.8,30.1,8222,0
73.0,87.3,38.2,86.7,33.8,46896,0
77.2,97.0,52.8,87.7,34.5,18568,0
85.2,99.5,38.2,95.9,33.7,11544,0
74.7,89.8,46.5,98.3,31.4,34345,0
77.7,95.1,48.3,95.9,30.6,46404,0
74.7,93.1,47.7,85.8,34.6,18886,0
72.5,95.1,51.9,92.6,33.2,39694,0
83.8,98.6,43.1,98.0,31.0,40972,0
74.4,97.1,38.3,93.1,33.8,22451,0
73.2,94.4,40.3,91.5,35.0,48401,0
77.2,95.3,45.9,96.4,33.3,40979,0
77.9,99.9,47.9,91.9,30.4,19693,0
80.0,98.7,54.4,87.6,30.9,42730,0
79.5,93.9,44.1,97.1,31.7,37374,0
83.4,97.9,48.6,96.0,30.4,45932,0
113.9,60.3,24.2,106.7,21.1,98162,1
114.4,56.1,25.9,114.1,20.3,97378,1
88.8,96.0,54.0,88.7,33.0,16566,0
81.2,96.3,53.7,94.6,34.1,41107,0
81.8,91.4,38.5,93.6,30.2,32067,0
83.4,87.4,51.4,99.2,32.3,40810,0
78.8,96.5,47.9,87.5,34.1,5927,0
82.6,92.7,53.7,96.6,34.3,10140,0
84.8,100.0,51.8,88.0,34.8,31504,0
88.3,93.4,40.7,96.3,33.7,41670,0
87.7,88.4,39.5,87.6,31.5,20548,0
82.1,87.0,53.2,92.4,31.6,28352,0
85.4,93.6,48.0,95.6,31.2,33167,0
83.8,98.0,47.4,89.9,34.7,13069,0
74.4,93.6,40.4,85.8,31.1,6745,0
82.6,93.9,41.7,89.0,34.4,12467,0
71.1,86.1,38.7,88.8,31.2,36723,0
83.8,92.9,43.6,85.8,33.9,42268,0
86.3,98.8,45.5,85.7,34.2,12308,0
75.2,93.8,47.0,93.7,32.8,5538,0
78.1,98.8,53.1,89.1,32.1,9890,0
106.6,63.9,20.5,113.9,23.9,96613,1
74.2,96.8,47.5,98.0,30.7,48071,0
86.0,97.7,40.0,97.3,30.9,9744,0
85.1,91.9,51.6,85.5,31.5,24988,0
70.2,90.4,47.4,88.6,32.7,45736,0
73.8,92.2,40.0,86.8,33.3,15139,0
108.6,67.9,21.1,106.8,22.3,90575,1
87.2,93.5,47.5,91.6,30.0,9252,0
106.7,68.1,26.9,109.4,20.7,99106,1
71.2,95.9,44.0,96.7,34.7,30628,0
77.4,98.8,53.3,89.3,34.2,11165,0
105.1,59.6,21.4,106.5,21.3,85954,1
85.5,87.3,41.8,92.0,34.8,47839,0
82.1,90.3,52.8,89.7,31.3,39046,0
114.0,59.2,20.6,109.6,20.2,81682,1
106.6,59.0,26.3,112.4,20.4,90233,1
107.3,57.2,25.0,116.0,20.7,90721,1
74.3,90.5,54.0,92.1,32.6,32190,0
73.4,91.3,44.5,88.4,34.8,18629,0
86.3,86.5,43.2,85.0,32.7,8365,0
83.4,90.0,51.3,87.9,33.9,23737,0
114.0,57.1,19.2,108.1,22.5,94522,1
113.0,61.3,23.7,109.1,24.4,80612,1
85.5,88.8,54.5,96.0,33.9,29268,0
108.2,65.2,26.6,115.2,20.2,80879,1
77.2,93.2,38.2,96.1,30.5,24646,0
89.2,85.6,41.5,88.3,33.8,37839,0
80.0,97.3,49.8,94.5,33.1,16949,0
80.4,98.5,48.4,94.0,31.3,5768,0
75.7,91.4,39.5,97.4,32.3,19660,0
81.8,91.7,52.5,98.5,32.8,26381,0
86.4,92.1,51.5,88.8,31.0,16517,0
71.2,88.7,38.7,85.3,34.2,16319,0
84.1,93.9,54.0,88.3,31.1,42589,0
106.5,68.9,20.5,111.9,24.4,83581,1
86.1,99.1,50.5,95.9,34.9,33796,0
80.7,95.1,46.5,85.5,35.0,29322,0
89.6,91.1,39.8,95.6,30.3,11216,0
86.5,98.4,51.8,85.0,31.9,44337,0
85.0,94.1,48.7,92.1,32.9,49952,0
88.4,90.8,40.6,97.7,34.6,9356,0
85.3,90.8,49.6,99.4,32.9,11744,0
84.6,92.9,53.2,96.3,33.9,12019,0
81.8,87.2,44.6,97.3,31.2,23205,0
79.1,87.4,45.5,93.5,34.6,49817,0
81.8,93.1,53.9,95.0,31.5,32233,0
79.2,97.0,51.8,85.9,32.4,45463,0
80.0,99.7,44.0,88.0,32.0,10119,0
107.2,55.4,21.4,109.5,21.0,99658,1
73.9,90.1,46.7,97.5,33.9,12351,0
86.3,91.8,45.1,98.0,31.0,19858,0
82.2,96.4,47.2,97.2,34.3,14514,0
72.8,98.4,45.6,86.5,30.1,24286,0
89.7,96.3,46.3,98.4,30.2,39409,0
80.8,97.9,45.0,87.8,31.4,28607,0
84.4,99.0,41.9,90.8,34.9,20059,0
102.3,57.9,19.2,115.8,22.3,87215,1
86.5,89.7,42.4,88.6,31.0,43679,0
108.1,56.7,20.8,113.8,24.8,92784,1
110.1,55.7,24.0,107.1,24.5,89748,1
105.2,59.3,19.2,115.5,21.2,80534,1
105.1,55.6,19.3,118.0,24.7,92637,1
84.4,87.6,42.0,96.3,32.6,35627,0
78.8,93.2,46.8,92.0,30.1,19503,0
73.1,86.5,38.5,89.6,31.7,38767,0
77.5,88.1,50.3,86.5,33.5,25044,0
84.7,87.3,50.6,99.4,33.4,19352,0
79.8,97.1,48.4,86.1,34.3,17527,0
70.8,93.6,48.2,85.2,31.4,39539,0
102.7,59.1,22.3,108.0,21.0,94443,1
72.4,90.3,50.5,88.1,34.8,27773,0
84.4,85.1,47.0,97.8,30.2,6051,0
108.1,57.1,20.5,112.9,23.0,86116,1
106.6,57.9,25.1,111.2,21.0,99855,1
88.1,94.6,38.3,88.6,31.4,34812,0
71.7,91.8,40.2,99.9,33.8,13027,0
82.1,89.3,54.5,88.5,30.9,35595,0
78.0,87.6,45.8,86.9,30.7,34265,0
89.8,93.0,42.9,90.6,30.4,33561,0
71.1,86.0,50.1,88.4,32.4,18356,0
84.3,95.9,42.0,99.8,31.1,13579,0
71.1,88.7,41.4,91.4,33.3,30824,0
81.5,98.0,45.6,89.0,31.9,26731,0
84.9,94.0,51.1,85.1,32.9,30652,0
87.3,90.9,46.6,86.6,31.3,47436,0
71.3,91.6,53.1,95.3,33.5,10834,0
76.3,93.8,46.9,88.4,32.9,16527,0
82.5,92.1,44.4,89.5,32.0,7248,0
73.6,93.1,54.4,97.3,33.6,21371,0
70.1,94.3,48.0,89.5,32.5,20826,0
72.2,99.3,51.0,92.3,30.1,45829,0
113.6,65.3,24.1,113.3,20.6,93486,1
87.4,91.3,48.2,90.0,31.7,39733,0
85.0,96.9,48.3,86.6,30.7,47101,0
75.9,91.2,45.9,85.6,31.0,17220,0
72.8,93.3,51.0,97.8,33.2,5894,0
83.6,92.3,53.3,91.5,34.3,9789,0
78.1,89.1,49.0,87.8,31.2,29786,0
70.0,85.3,51.8,89.1,32.9,30298,0
89.1,96.5,54.2,88.5,30.3,48669,0
72.9,96.4,49.4,90.4,33.8,34504,0
79.9,97.9,47.1,90.1,33.9,5734,0
74.9,93.1,41.3,99.1,34.6,26975,0
106.6,59.1,18.2,109.4,24.3,86740,1
75.2,92.1,47.8,97.9,30.3,27581,0
82.1,89.7,53.1,94.6,32.1,30793,0
83.7,91.4,47.9,98.9,31.0,38656,0
88.7,85.9,44.2,95.8,31.7,21598,0
71.3,95.6,45.3,95.1,32.2,33495,0
80.9,94.9,42.0,89.3,33.7,42334,0
86.6,91.6,48.7,99.4,32.4,29024,0
107.6,56.9,19.4,116.8,21.3,99310,1
86.1,91.2,45.7,97.2,33.1,31904,0
84.4,99.9,53.7,97.6,34.9,39589,0
79.9,88.3,51.5,93.6,32.1,30471,0
84.2,95.1,51.1,85.9,32.0,43160,0
101.5,56.8,20.6,117.9,20.9,93301,1
80.1,89.7,54.1,94.1,32.9,11499,0
87.5,99.7,49.6,87.6,34.5,45038,0
104.9,66.0,21.3,111.0,23.5,96940,1
70.4,96.4,53.0,92.6,32.1,29140,0
107.6,57.2,26.0,112.4,20.2,80001,1
72.3,95.4,54.5,89.4,30.5,28828,0
75.0,93.7,41.9,93.7,31.3,43150,0
86.1,93.3,39.9,91.0,30.4,49783,0
86.8,96.9,38.3,93.3,34.8,14653,0
82.4,87.1,51.9,95.9,34.2,39162,0
114.4,64.4,22.0,109.5,24.2,87207,1
81.2,98.4,42.3,91.1,32.3,35466,0
81.7,88.9,38.1,99.1,32.3,49700,0
79.3,89.8,47.9,94.3,34.6,40870,0
75.1,87.2,48.2,93.6,31.2,32517,0
84.8,97.1,49.0,89.7,32.8,39713,0
82.0,93.5,43.7,94.6,34.9,24550,0
84.3,92.1,50.7,91.5,34.4,24324,0
86.5,93.8,42.3,98.1,31.2,49146,0
88.8,88.0,40.5,96.3,32.8,12406,0
70.7,87.8,41.8,87.2,31.8,12673,0
77.1,89.3,50.9,85.2,34.5,10756,0
84.6,91.0,46.5,89.0,31.5,17335,0
71.4,95.8,39.2,89.8,30.2,14891,0
77.3,97.0,51.0,91.6,33.4,22021,0
109.4,66.6,21.3,115.1,20.5,80442,1
103.4,64.5,22.8,116.1,20.1,96903,1
104.7,65.4,18.5,111.8,22.6,87947,1
107.8,67.7,26.6,112.5,20.5,80070,1
88.4,94.1,39.6,85.6,31.5,45300,0
83.0,91.3,50.5,98.4,34.6,16355,0
74.5,89.7,54.4,91.2,33.6,26928,0
75.1,91.8,51.7,88.1,33.6,42357,0
108.0,56.8,26.9,117.5,22.0,97305,1
76.5,94.7,40.9,95.8,34.5,11564,0
72.6,91.1,41.6,99.3,32.8,25912,0
113.2,66.3,25.3,115.8,21.0,99693,1
84.8,89.2,51.2,97.2,31.2,32045,0
87.2,95.4,41.6,89.8,34.2,27766,0
77.5,94.0,40.9,91.6,33.5,12984,0
80.8,90.7,54.3,99.7,31.4,49743,0
75.1,88.4,45.9,90.9,32.6,15692,0
89.6,98.0,53.5,98.3,30.4,38799,0
106.1,60.1,26.0,106.3,23.7,81524,1
105.9,67.3,20.3,112.8,20.5,80614,1
83.0,89.3,46.0,98.7,32.3,20602,0
105.2,64.0,22.2,107.2,20.3,98519,1
84.1,95.7,53.0,96.1,31.8,48664,0
83.9,88.4,48.8,85.2,32.6,31511,0
78.1,93.7,41.1,90.8,35.0,49190,0
108.5,64.2,23.2,110.8,20.4,97559,1
71.1,92.8,48.4,96.8,30.1,35827,0
82.6,92.2,47.7,91.9,30.8,29416,0
84.6,96.9,40.3,95.3,32.7,5142,0
113.6,65.9,23.1,110.2,21.9,90917,1
71.0,86.5,52.0,98.4,31.3,21360,0
111.8,67.9,18.7,111.3,24.9,87888,1
75.2,97.6,39.2,98.2,35.0,37156,0
71.6,99.2,41.4,92.9,33.5,23851,0
79.8,89.0,48.7,86.8,30.9,11814,0
77.3,92.8,54.0,85.8,34.3,28945,0
80.0,87.5,54.7,90.8,31.7,46976,0
82.0,98.6,43.0,91.6,30.7,9775,0
79.4,89.4,49.4,89.7,35.0,38936,0
74.6,88.4,45.4,95.5,34.4,19406,0
77.5,92.2,42.7,95.1,32.6,24208,0
84.7,91.9,41.7,88.7,34.9,25226,0
82.2,89.1,45.0,85.4,31.0,32282,0
75.7,92.8,52.9,93.2,34.5,35834,0
73.4,89.4,45.4,96.6,34.8,13091,0
80.5,96.3,42.1,92.0,33.0,47447,0
83.9,87.6,50.1,99.8,33.5,21661,0
84.1,94.3,53.8,88.1,34.3,40383,0
102.8,63.6,21.2,109.9,24.8,91488,1
82.6,94.3,43.0,97.0,30.7,36980,0
72.4,90.9,51.5,95.2,31.1,21152,0
74.6,90.4,40.1,98.7,30.1,22522,0
73.0,99.1,47.3,94.3,30.8,40334,0
89.9,95.2,38.9,90.5,30.5,46650,0
76.3,86.0,49.4,99.2,32.8,47347,0
88.0,89.6,50.0,99.8,34.3,29380,0
82.2,96.9,43.0,95.2,31.2,11006,0
75.1,90.2,51.7,90.7,32.8,25350,0
75.2,86.8,47.9,97.6,31.5,30904,0
83.9,95.0,39.9,94.0,31.6,49250,0
84.4,90.9,50.1,98.0,34.4,35519,0
88.3,94.0,50.2,90.9,33.2,37738,0
84.7,89.8,42.7,97.9,30.6,9771,0
79.0,92.0,50.9,88.6,34.4,26674,0
114.5,66.5,26.8,111.9,24.2,90443,1
76.1,98.9,43.5,86.2,32.8,24680,0
83.1,98.1,39.6,86.0,32.7,44618,0
104.9,64.1,25.6,113.7,24.6,98307,1
81.0,98.7,54.6,90.6,32.1,49006,0
75.4,97.5,43.5,85.8,34.5,26399,0
78.1,86.4,45.3,89.7,34.0,5334,0
80.5,95.3,54.0,88.7,32.5,22700,0
72.2,85.5,41.3,98.9,33.6,33873,0
81.4,90.8,39.0,99.1,33.0,41211,0
84.2,97.3,38.3,98.8,33.9,36551,0
78.8,85.9,38.2,98.2,34.9,26424,0
113.5,66.3,19.3,108.8,21.9,85987,1
84.2,87.3,40.4,91.3,34.3,45697,0
105.4,60.9,25.0,116.3,22.9,90641,1
77.5,89.1,41.9,87.3,33.4,23925,0
77.0,87.5,53.4,95.2,34.9,25122,0
111.1,56.2,22.6,107.3,22.6,82569,1
105.9,63.4,22.3,116.1,24.7,91443,1
79.7,89.4,53.8,87.9,33.7,43096,0
77.0,99.2,53.7,88.8,30.3,20715,0
85.9,97.5,52.8,92.0,34.8,31720,0
73.9,99.9,51.4,97.5,30.9,38670,0
83.7,94.7,45.5,99.6,32.3,37545,0
70.4,92.2,50.7,95.9,30.2,46425,0
75.3,90.7,43.6,89.8,32.3,35988,0
70.2,93.9,41.6,99.3,30.8,18068,0
104.1,56.7,24.5,116.9,22.8,81160,1
71.5,85.5,39.0,89.5,34.9,46051,0
71.8,94.9,39.1,85.1,33.7,42579,0
111.3,62.2,19.7,117.7,20.0,87827,1
107.9,63.6,20.5,107.2,22.0,99801,1
76.4,88.0,42.4,99.8,30.7,21555,0
80.4,86.3,45.5,97.9,34.2,19064,0
81.3,98.5,42.5,92.9,31.8,12867,0
77.4,85.7,41.9,88.6,30.2,37881,0
89.3,98.0,53.3,94.1,30.4,5270,0
77.1,85.3,47.6,92.4,33.6,20355,0
108.6,64.2,26.9,116.6,21.3,94681,1
112.9,57.5,23.3,114.7,22.9,83185,1
103.8,59.8,22.0,107.5,24.3,94395,1
107.7,65.1,20.1,107.4,22.6,84467,1
76.1,85.3,52.7,85.4,34.3,25597,0
101.3,67.5,21.8,114.2,21.5,83847,1
70.9,87.7,52.2,93.2,34.7,32859,0
70.0,93.2,40.4,85.8,33.7,27065,0
88.8,85.6,41.7,90.0,32.4,16918,0
88.2,94.8,46.7,92.6,30.5,21685,0
74.9,90.5,43.8,87.0,30.4,36817,0
78.1,88.7,41.2,100.0,32.4,11454,0
77.6,87.8,54.2,98.7,34.7,32842,0
81.6,93.8,44.3,90.2,30.5,49395,0
80.4,95.3,46.4,91.4,33.3,47424,0
87.7,89.7,42.9,96.0,32.1,39122,0
78.2,99.7,52.8,99.0,34.4,25953,0
71.8,96.6,50.5,90.0,34.6,18234,0
75.5,95.5,52.7,87.6,34.8,44279,0
70.5,92.3,52.0,99.2,30.4,7154,0
89.9,93.4,50.9,87.2,34.8,22487,0
78.7,96.7,49.4,89.5,34.9,38362,0
82.5,93.7,38.7,98.4,32.5,23183,0
80.9,97.2,50.4,99.1,30.3,44684,0
110.8,62.9,24.1,111.6,23.1,91991,1
86.2,96.5,51.3,89.0,31.3,49928,0
78.9,95.5,49.3,98.8,30.3,23617,0
82.3,96.4,48.4,90.1,30.3,27439,0
79.5,94.5,38.5,90.5,34.2,7991,0
72.9,89.3,47.4,100.0,32.6,36473,0
106.5,67.8,26.8,113.5,24.0,82631,1
75.4,96.4,53.1,96.6,32.7,39047,0
88.8,89.5,53.5,95.0,32.4,32814,0
88.5,97.0,40.2,85.1,33.6,37704,0
81.3,93.2,48.4,96.1,31.0,38978,0
107.3,68.3,25.5,110.5,25.0,87842,1
73.2,92.7,49.6,88.4,32.7,34487,0
82.7,91.4,42.2,88.3,33.9,6025,0
87.8,95.0,41.9,88.1,30.4,14547,0
74.9,98.1,45.1,89.6,34.0,37424,0
85.2,97.4,38.7,94.7,30.5,15589,0
72.3,98.3,46.5,87.3,34.9,48666,0
79.4,94.1,54.6,91.2,32.5,32106,0
86.3,97.0,45.8,91.7,32.2,22776,0
78.9,93.8,47.3,91.8,30.6,30724,0
108.7,63.6,20.9,108.2,22.2,94231,1
79.4,92.8,39.7,97.5,32.4,49519,0
82.8,90.1,48.4,94.1,31.1,24578,0
109.4,55.6,24.9,116.5,20.2,96303,1
71.9,86.5,39.0,88.4,32.1,23778,0
75.7,98.0,38.4,86.5,32.0,35690,0
72.2,87.0,48.6,90.3,33.9,32545,0
73.0,89.2,47.8,98.3,34.4,11738,0
78.2,85.1,40.4,87.0,34.3,27991,0
72.5,93.6,39.4,91.5,32.4,14016,0
72.9,99.2,54.7,98.7,33.4,40420,0
85.5,85.8,51.7,89.7,34.0,28536,0
75.1,93.5,51.1,94.3,34.7,24421,0
89.4,90.1,50.5,93.5,30.7,15133,0
88.3,85.5,51.1,89.8,34.7,40970,0
89.8,88.3,48.5,87.7,30.7,48448,0
82.7,85.0,50.4,94.1,30.8,46963,0
88.2,86.1,44.1,87.7,32.4,13016,0
84.9,92.6,38.2,93.4,32.1,26261,0
81.8,96.1,43.9,98.1,34.4,6698,0
71.6,86.6,41.7,89.5,34.5,12836,0
84.6,89.3,43.6,95.2,30.6,33259,0
75.4,95.3,41.8,97.3,34.3,31425,0
76.0,99.8,42.3,93.7,32.2,5211,0
80.0,98.1,40.0,91.0,33.7,13425,0
71.9,86.2,52.5,87.9,32.8,21761,0
83.9,90.4,47.3,94.3,33.7,24772,0
81.6,94.1,43.5,89.4,34.9,17515,0
75.9,93.3,38.4,89.1,30.7,8690,0
85.7,95.8,45.0,90.7,34.9,33824,0
72.4,93.5,42.6,93.9,33.8,26409,0
106.2,56.1,25.6,114.8,21.8,91181,1
79.9,95.0,42.3,98.4,31.2,28007,0
81.2,93.9,53.3,95.2,33.7,33335,0
83.9,97.8,40.6,95.5,30.6,21461,0
78.5,99.1,47.4,95.2,31.1,18947,0
106.2,68.6,21.4,106.4,23.9,81275,1
114.8,63.4,25.6,112.0,25.0,82588,1
86.6,85.4,52.0,99.2,33.5,33138,0
70.1,99.0,50.7,99.8,32.2,21263,0
89.6,94.1,49.9,89.3,31.1,8772,0
70.4,86.7,50.2,91.1,30.3,42190,0
88.0,93.5,48.7,94.9,32.6,17652,0
80.6,86.2,39.8,94.7,31.5,46699,0
77.5,87.3,43.3,87.4,34.7,48645,0
104.4,61.4,26.9,106.6,20.6,92267,1
76.3,93.7,47.5,91.6,32.0,12157,0
88.5,95.0,49.4,93.9,30.7,8262,0
101.8,66.5,20.8,108.4,23.9,89212,1
83.0,87.2,41.1,96.9,32.8,10730,0
76.2,89.8,42.3,87.1,30.8,49650,0
72.4,92.5,48.9,93.6,30.8,15540,0
75.5,94.5,50.8,88.4,34.2,15294,0
104.9,62.8,26.8,108.4,24.1,94051,1
88.8,85.0,39.9,96.7,32.4,35234,0
88.4,86.2,53.0,98.5,31.5,39857,0
70.7,91.2,54.8,93.3,30.8,28929,0
107.5,61.6,20.0,106.3,23.5,94347,1
111.6,68.5,26.1,111.1,22.0,82241,1
104.7,65.7,20.2,110.5,22.1,97891,1
114.2,63.6,20.8,114.8,24.3,92096,1
77.7,94.2,48.1,94.5,33.0,44021,0
72.5,91.6,49.2,94.5,32.2,15403,0
82.9,87.6,44.0,87.3,34.3,36734,0
105.5,65.8,22.0,111.9,24.7,85594,1
77.6,92.4,45.4,85.1,31.3,14353,0
77.5,98.3,42.4,99.7,32.8,23010,0
88.2,91.7,52.8,88.4,31.9,24376,0
70.9,87.3,42.3,88.0,33.0,43097,0
110.7,58.5,23.7,108.3,20.9,89816,1
85.9,88.6,42.1,87.0,34.0,40735,0
104.3,61.6,21.7,108.5,22.9,95557,1
106.9,61.9,23.5,112.0,20.9,95046,1
78.6,97.5,40.8,98.5,34.7,44091,0
72.4,92.4,48.0,88.2,30.7,23764,0
82.4,93.3,43.5,91.9,30.0,30955,0
109.1,66.8,18.3,112.5,21.4,81683,1
107.9,63.4,21.1,109.7,22.9,98887,1
84.0,90.8,40.2,92.2,30.6,11476,0
101.8,65.1,18.5,112.2,21.8,86221,1
81.2,94.7,42.7,96.9,34.0,17701,0
75.1,87.4,38.9,93.5,31.2,38921,0
71.0,86.8,44.8,99.9,32.4,18579,0
85.2,96.4,47.2,87.0,30.9,11793,0
102.7,66.5,23.8,107.9,22.4,83457,1
83.2,95.9,54.4,90.6,30.6,39014,0
89.3,96.4,54.4,86.8,33.1,13849,0
84.5,99.5,52.2,98.0,30.9,44494,0
79.2,99.2,41.8,97.0,32.5,38503,0
77.4,92.0,48.5,90.2,34.4,29405,0
78.4,85.3,45.7,94.8,31.0,11219,0
74.5,91.3,49.1,99.8,34.5,18940,0
76.4,88.2,43.8,94.5,31.3,6782,0
87.5,88.5,50.4,91.6,33.3,8647,0
73.9,89.8,47.9,99.5,30.6,36477,0
87.5,97.5,40.4,97.5,32.2,27827,0
77.9,94.5,53.5,98.4,33.8,45917,0
85.4,87.2,46.8,95.2,30.5,17296,0
77.0,97.6,39.9,88.4,34.2,20627,0
78.3,97.1,39.7,89.2,34.3,35351,0
76.9,95.7,42.2,89.8,30.2,15622,0
71.4,88.8,51.0,90.0,30.9,46147,0
88.5,91.4,41.6,95.7,30.3,10899,0
80.8,94.5,38.0,85.6,33.5,37282,0
80.7,98.2,39.0,97.7,32.2,25435,0
77.0,89.9,41.9,89.1,31.7,33356,0
74.7,93.1,48.3,95.8,32.5,34760,0
83.6,96.4,42.3,85.4,33.4,49562,0
72.8,92.7,45.3,97.3,33.8,48777,0
84.1,94.3,45.1,92.0,32.8,25894,0
109.8,63.7,21.5,113.9,24.3,95894,1
77.4,88.2,54.4,92.9,34.5,27859,0
78.0,92.8,45.8,86.8,33.9,27813,0
71.3,95.2,53.6,90.5,31.6,20525,0
71.7,88.2,45.9,94.8,32.4,21999,0
80.0,96.9,42.0,87.3,34.5,13777,0
71.5,92.6,39.3,91.3,33.6,48844,0
76.2,97.8,51.7,92.2,30.7,32980,0
112.3,61.6,20.7,108.0,21.1,93538,1
79.5,99.2,52.3,98.0,33.6,7958,0
77.4,97.7,49.4,94.2,31.6,16746,0
88.6,91.6,52.0,97.2,32.4,24969,0
88.6,92.6,54.2,90.8,34.1,14337,0
88.2,92.7,52.5,90.6,32.2,31116,0
89.5,89.5,38.7,97.3,33.9,40710,0
87.2,91.4,42.4,93.9,35.0,48269,0
79.4,89.4,51.1,92.8,34.0,23594,0
83.5,86.3,48.2,93.2,33.3,16860,0
75.9,85.9,51.3,85.3,33.2,49528,0
86.1,85.6,43.7,88.4,31.3,8298,0
85.3,85.6,41.7,94.1,31.0,38886,0
85.6,97.0,46.9,87.2,31.8,7929,0
76.5,94.3,41.1,95.9,30.5,24882,0
79.9,96.5,42.9,87.4,33.3,16573,0
83.6,95.8,43.9,96.6,32.6,34355,0
77.9,97.6,54.0,85.9,30.4,38892,0
109.9,58.1,22.8,110.2,20.6,89455,1
111.2,67.9,18.7,107.9,21.8,91502,1
80.0,93.7,52.9,86.3,33.8,46709,0
87.4,96.4,42.6,89.9,31.2,19150,0
74.0,94.6,40.2,86.1,34.8,21833,0
72.6,91.9,42.1,87.8,30.5,15848,0
87.1,94.2,44.9,86.3,32.4,23234,0
89.9,92.3,51.5,92.4,30.9,39332,0
78.5,87.7,54.7,95.1,34.2,24896,0
88.4,95.8,45.7,93.2,33.4,6101,0
82.1,98.2,51.9,87.6,34.6,49251,0
78.6,98.4,54.7,87.0,31.6,26724,0
85.1,93.4,54.2,88.4,30.4,10577,0
