vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk,brake_temp_deviation,oil_pressure_deviation,avg_daily_mileage,brake_risk_score,engine_risk_score,sensor_variance,mileage_category,driving_encoded
4,28317,44,20.0,91.0,34.5,85.6,78.0,city,4,85.2,oil_system,-2.0,-26.0,19.38193018480493,0.43319250000000004,0.633268,0.3197832031620749,0,2
9,11196,343,42.0,91.7,34.4,92.3,80.4,highway,70,8.7,none,0.4000000000000057,-4.0,3.4071819841752893,0.3765400000000001,0.5687840000000001,0.2439575165971689,0,0
6,53062,226,40.4,101.8,33.9,91.6,81.7,city,11,74.0,engine,1.7000000000000028,-5.600000000000001,24.21816522136011,0.48885500000000004,0.7939622857142856,0.2056078891005258,1,2
8,46301,236,44.7,102.8,31.4,99.9,78.5,city,9,61.0,engine,-1.5,-1.2999999999999972,15.851078397808969,0.4301025,0.7726325714285714,0.2196863539686874,0,2
8,40851,37,19.5,90.6,33.7,86.1,89.0,city,3,75.5,oil_system,9.0,-26.5,13.985279014036289,0.5067775000000001,0.6811182857142857,0.28835600834936304,0,2
4,44076,123,46.3,97.1,34.1,85.7,75.6,city,144,19.4,none,-4.400000000000006,0.29999999999999716,30.168377823408623,0.46264,0.7311611428571428,0.2808217276538725,0,2
3,70414,365,45.8,104.7,31.0,99.0,81.4,city,10,69.3,engine,1.4000000000000057,-0.20000000000000284,64.2463503649635,0.5051350000000001,0.8799417142857143,0.20401676377162936,1,2
6,21949,109,43.8,95.5,32.3,85.5,76.1,mixed,43,9.8,none,-3.9000000000000057,-2.200000000000003,10.017800091282519,0.4100225,0.6335102857142857,0.23318309384933797,0,1
7,49558,235,48.2,99.2,31.6,58.2,107.8,mixed,7,90.5,brakes,27.799999999999997,2.200000000000003,19.38888888888889,0.701395,0.7650891428571429,0.13007672600633086,0,1
4,71733,132,43.7,85.8,34.0,88.9,71.1,mixed,26,54.9,general_service,-8.900000000000006,-2.299999999999997,49.09856262833676,0.5025824999999999,0.7772177142857143,0.34773597366710884,1,1
8,14195,313,49.0,102.2,31.1,85.3,74.2,city,14,54.8,engine,-5.799999999999997,3.0,4.859637110578569,0.3837375,0.6407799999999999,0.2854992054835304,0,2
8,44109,360,41.3,100.5,32.6,85.9,82.5,city,24,37.8,engine,2.5,-4.700000000000003,15.10065046217049,0.48962249999999996,0.7507217142857143,0.16783371750123605,0,2
8,27375,234,51.9,91.0,32.2,73.6,92.4,highway,28,47.2,brakes,12.400000000000006,5.899999999999999,9.3717904827114,0.5304375000000001,0.6295000000000001,0.2091755096030897,0,0
4,49609,106,50.4,104.2,33.0,94.4,77.3,mixed,12,63.0,engine,-2.700000000000003,4.399999999999999,33.955509924709105,0.45282249999999996,0.7938645714285715,0.27996546194074123,0,1
10,31289,233,50.3,94.0,22.4,88.7,79.5,mixed,5,91.7,tires,-0.5,4.299999999999997,8.569980827170639,0.4357725,0.6622988571428572,0.3178098893794087,0,1
3,75306,300,54.4,95.7,30.1,98.4,81.2,city,27,53.0,general_service,1.2000000000000028,8.399999999999999,68.70985401459853,0.518665,0.8480811428571429,0.2575182615229338,1,2
6,46287,295,49.3,93.6,32.1,96.3,84.0,mixed,170,1.0,none,4.0,3.299999999999997,21.1259698767686,0.4646675,0.7200051428571428,0.20331677527628916,0,1
8,32201,338,50.7,104.1,30.9,89.6,73.3,city,18,49.5,engine,-6.700000000000003,4.700000000000003,11.023964395754879,0.41010250000000004,0.7236611428571428,0.31412881776601953,0,2
8,57721,52,50.4,90.9,31.2,88.4,70.9,city,17,29.1,general_service,-9.099999999999994,4.399999999999999,19.760698390962,0.4685025,0.7503125714285714,0.32624819180044684,1,2
10,65044,146,38.6,95.6,30.6,92.3,96.2,mixed,14,74.4,brakes,16.200000000000003,-7.399999999999999,17.81539304300192,0.5743600000000001,0.8064617142857142,0.058942989658282506,1,1
4,44874,33,54.2,99.0,33.0,85.1,80.9,city,91,16.7,none,0.9000000000000057,8.200000000000003,30.71457905544148,0.4879350000000001,0.7452102857142857,0.2623277315993526,0,2
5,69951,9,41.6,85.4,34.0,87.5,80.1,mixed,20,44.8,general_service,0.09999999999999432,-4.399999999999999,38.308324205914566,0.5390275,0.7678039999999999,0.2815757701509574,1,1
8,45100,95,43.1,95.9,32.5,96.6,88.3,mixed,78,23.4,none,8.299999999999997,-2.8999999999999986,15.439917836357411,0.47785000000000005,0.7284,0.1175421312731913,0,1
3,51645,120,33.5,96.6,30.7,95.2,89.9,mixed,12,57.0,oil_system,9.900000000000006,-12.5,47.121350364963504,0.5055125,0.7585799999999999,0.07252111492703876,1,1
4,27412,161,42.9,91.0,33.7,55.0,110.8,highway,3,87.4,brakes,30.799999999999997,-3.1000000000000014,18.76249144421629,0.66923,0.629648,0.25012937589167117,0,0
6,29781,93,52.3,113.0,32.4,86.0,72.4,city,1,78.5,engine,-7.599999999999994,6.299999999999997,13.592423550890004,0.41305250000000004,0.7648382857142857,0.39363780060482473,0,2
1,54935,231,44.6,90.6,34.7,88.2,87.0,mixed,27,54.8,general_service,7.0,-1.3999999999999986,150.09562841530055,0.5266375000000001,0.7374542857142857,0.22728074595506534,1,1
6,33739,334,39.9,85.4,33.6,98.3,87.1,mixed,56,4.0,none,7.099999999999994,-6.100000000000001,15.39890460976723,0.4386975000000001,0.6229560000000001,0.24012565800566388,0,1
10,44327,17,24.3,96.0,33.3,92.4,72.1,mixed,3,96.7,oil_system,-7.900000000000006,-21.7,12.141057244590524,0.42581749999999996,0.7258794285714285,0.30000330833634997,0,1
4,25551,200,39.3,95.3,21.9,99.4,71.5,city,4,94.1,tires,-8.5,-6.700000000000003,17.48870636550308,0.35197749999999994,0.6467754285714284,0.2668010944786821,0,2
9,25235,318,19.9,94.5,32.9,94.6,74.7,highway,6,88.1,oil_system,-5.299999999999997,-26.1,7.679549604382228,0.38078750000000006,0.6409400000000001,0.294984303420463,0,0
7,29748,241,53.5,85.8,34.7,90.0,88.2,city,96,4.3,none,8.200000000000003,7.5,11.63849765258216,0.46216999999999997,0.6092777142857143,0.3242533007970142,0,2
8,15059,114,49.6,92.7,30.4,88.9,76.3,mixed,130,4.3,none,-3.700000000000003,3.6000000000000014,5.155426223895926,0.3816975,0.5899502857142856,0.258621657184053,0,1
2,15861,8,43.6,89.4,33.1,98.1,80.7,city,34,20.5,none,0.7000000000000028,-2.3999999999999986,21.697674418604652,0.36910250000000006,0.574301142857143,0.23294731581190634,0,2
9,20890,342,40.4,97.3,33.8,57.8,101.8,highway,2,97.2,brakes,21.799999999999997,-5.600000000000001,6.357273280584297,0.6071249999999999,0.6395599999999999,0.12195037957085422,0,0
10,15585,269,48.0,96.1,31.8,72.7,94.6,highway,27,49.3,brakes,14.599999999999994,2.0,4.2686935086277735,0.5129125,0.611482857142857,0.10732314527322559,0,0
3,7502,319,46.8,107.8,35.0,86.9,86.7,mixed,4,87.1,engine,6.700000000000003,0.7999999999999972,6.844890510948905,0.411405,0.646008,0.20434247929436325,0,1
10,34004,317,46.4,103.7,34.0,86.6,70.3,mixed,29,30.1,engine,-9.700000000000003,0.3999999999999986,9.313612708846891,0.41311,0.7285874285714286,0.348939084232353,0,1
2,12971,18,35.8,97.6,32.1,97.8,79.7,mixed,26,41.1,oil_system,-0.29999999999999716,-10.200000000000003,17.74418604651163,0.3589275,0.6095982857142856,0.17427913231031772,0,1
4,64217,231,54.8,91.1,32.3,95.8,79.5,mixed,23,48.3,general_service,-0.5,8.799999999999997,43.954140999315534,0.49324250000000003,0.7774394285714286,0.3046835437930774,1,1
4,71000,91,45.1,97.5,33.2,94.9,77.3,city,23,46.1,general_service,-2.700000000000003,-0.8999999999999986,48.596851471594796,0.50455,0.8411428571428572,0.24164299933630176,1,2
8,72528,324,29.0,87.2,33.2,90.9,71.9,highway,14,50.6,oil_system,-8.099999999999994,-17.0,24.829852790140365,0.50077,0.7883977142857144,0.2809307228671199,1,0
2,65005,339,42.4,94.5,30.0,89.1,87.7,city,25,32.3,general_service,7.700000000000003,-3.6000000000000014,88.92612859097127,0.5514625,0.8000200000000001,0.08597271447479582,1,2
4,23861,153,47.6,95.4,34.1,54.8,110.9,highway,6,86.5,brakes,30.900000000000006,1.6000000000000014,16.33196440793977,0.6614525,0.6405868571428571,0.19527484878965432,0,0
5,12304,168,38.4,101.9,30.7,89.3,73.1,highway,9,54.2,engine,-6.900000000000006,-7.600000000000001,6.738225629791895,0.36061,0.6315017142857143,0.24815608278853382,0,0
3,7540,228,42.4,88.9,32.0,96.7,77.8,city,94,15.2,none,-2.200000000000003,-3.6000000000000014,6.87956204379562,0.3416,0.53816,0.22781383833242452,0,2
6,24670,326,24.4,91.3,34.8,97.2,85.0,mixed,1,75.3,oil_system,5.0,-21.6,11.259698767685988,0.411475,0.6203942857142857,0.2779042342543159,0,1
4,88010,188,53.0,93.6,34.8,92.1,78.9,mixed,12,73.0,general_service,-1.0999999999999943,7.0,60.23956194387406,0.5632750000000001,0.8868971428571428,0.31241030962838967,2,1
3,31206,341,22.5,95.2,30.6,92.3,72.4,city,4,98.0,oil_system,-7.599999999999994,-23.5,28.472627737226276,0.39456500000000005,0.6688240000000001,0.23897706491772247,0,2
9,46852,197,47.5,111.0,33.7,99.2,81.4,city,2,87.6,engine,1.4000000000000057,1.5,14.258064516129032,0.44553000000000004,0.8216937142857142,0.2720688518811491,0,2
3,23670,27,45.9,99.0,32.2,98.5,75.5,highway,151,10.6,none,-4.5,-0.10000000000000142,21.596715328467152,0.366425,0.6603942857142857,0.2517765869798,0,0
7,32280,358,41.2,95.6,31.8,73.7,94.9,city,25,35.7,brakes,14.900000000000006,-4.799999999999997,12.629107981220658,0.55235,0.6754057142857143,0.06945802871671791,0,2
3,61675,261,28.3,97.5,31.5,94.2,88.2,mixed,11,66.1,oil_system,8.200000000000003,-17.7,56.2728102189781,0.5272875,0.8038428571428572,0.14873560366413818,1,1
3,34976,64,45.0,98.1,30.7,89.0,87.5,highway,172,8.9,none,7.5,-1.0,31.912408759124087,0.47594000000000003,0.7004754285714285,0.10458854525397805,0,0
4,94951,19,45.0,92.6,34.1,96.1,76.4,highway,10,53.4,general_service,-3.5999999999999943,-1.0,64.99041752224504,0.5566275,0.9089468571428572,0.2776347663676152,2,0
5,65255,144,29.7,97.0,34.1,97.5,84.2,highway,9,62.9,oil_system,4.200000000000003,-16.3,35.73658269441402,0.5086875,0.8153057142857143,0.21771693511561363,1,0
1,36661,170,41.6,91.4,32.8,94.2,75.6,city,65,16.7,none,-4.400000000000006,-4.399999999999999,100.16666666666667,0.4143525,0.6689297142857142,0.24589453739312364,0,2
3,34264,112,50.9,91.9,30.1,91.7,86.9,highway,113,15.7,none,6.900000000000006,4.899999999999999,31.26277372262774,0.46231000000000005,0.6621988571428572,0.2011605146693481,0,0
8,36709,274,26.9,85.5,34.6,92.8,76.5,city,1,97.3,oil_system,-3.5,-19.1,12.567271482369051,0.4229725000000001,0.6354074285714286,0.30955498482093297,0,2
6,58571,51,36.9,99.4,34.8,99.4,87.6,city,18,49.9,oil_system,7.599999999999994,-9.100000000000001,26.73254221816522,0.49892749999999997,0.802284,0.18051661886114306,1,2
8,68511,334,46.3,104.2,34.1,96.6,80.7,city,12,75.7,engine,0.7000000000000028,0.29999999999999716,23.454638822321122,0.5059775000000001,0.8694725714285714,0.23735431530012485,1,2
6,75302,54,38.5,89.8,30.4,85.3,82.9,highway,22,27.7,general_service,2.9000000000000057,-7.5,34.368781378366045,0.5713050000000001,0.8143508571428572,0.12977906905556144,1,0
10,15580,256,33.4,97.5,31.5,92.8,86.5,highway,13,51.4,oil_system,6.5,-12.600000000000001,4.267324020816215,0.41015,0.6194628571428572,0.1108596329490252,0,0
4,40761,133,54.7,85.4,30.4,96.0,74.0,highway,120,22.2,none,-6.0,8.700000000000003,27.899383983572896,0.4119025,0.651044,0.363705664782126,0,0
4,61244,181,46.8,91.0,26.2,88.9,71.5,highway,15,43.0,tires,-8.5,0.7999999999999972,41.9192334017796,0.47795999999999994,0.764976,0.2703090490552134,1,0
9,25303,47,42.1,99.8,30.2,64.2,107.4,city,2,92.4,brakes,27.400000000000006,-3.8999999999999986,7.7002434570906875,0.6181575,0.6714977142857143,0.14283112775691242,0,2
8,27379,20,42.4,88.7,31.7,50.1,109.4,mixed,4,86.2,brakes,29.400000000000006,-3.6000000000000014,9.373159876754537,0.6806975000000001,0.6163731428571428,0.2568197545172706,0,1
9,55625,310,41.9,97.4,33.8,99.4,88.9,city,19,51.8,general_service,8.900000000000006,-4.100000000000001,16.92787583688375,0.4967625,0.7790714285714286,0.13549001153451695,1,2
5,45796,270,54.0,92.0,30.0,90.5,71.3,city,144,23.0,none,-8.700000000000003,8.0,25.07995618838992,0.43294,0.7088982857142857,0.3443908962838371,0,2
5,41092,103,38.9,85.2,33.4,99.7,95.7,mixed,11,76.2,brakes,15.700000000000003,-7.100000000000001,22.50383351588171,0.48658,0.651225142857143,0.23978378843427495,0,1
6,5717,22,52.2,94.4,32.9,58.1,110.1,city,6,87.7,brakes,30.099999999999994,6.200000000000003,2.6093108169785486,0.6013425,0.5622965714285715,0.21072002526522363,0,2
9,19864,107,23.9,95.5,33.8,99.3,87.8,city,1,82.5,oil_system,7.799999999999997,-22.1,6.045039561777236,0.40331,0.6251702857142857,0.24476434389418344,0,2
8,79315,276,54.9,97.9,34.0,99.4,94.0,mixed,11,68.2,brakes,14.0,8.899999999999999,27.153372132831223,0.5763875,0.8766885714285715,0.17674237884764823,1,1
6,25188,204,47.7,96.5,30.1,91.6,73.2,highway,58,12.9,none,-6.799999999999997,1.7000000000000028,11.496120492925606,0.38517,0.6521805714285713,0.26634376284031275,0,0
8,44051,174,49.2,91.1,31.2,76.2,97.5,city,25,39.0,brakes,17.5,3.200000000000003,15.080794248545018,0.5834275,0.6967754285714285,0.17817999868098888,0,2
10,39183,235,42.9,93.0,33.2,91.9,77.5,city,150,14.3,none,-2.5,-3.1000000000000014,10.732128184059162,0.43630750000000007,0.6881605714285713,0.2374306200129375,0,2
8,37465,138,50.9,97.9,32.5,94.2,89.6,highway,58,11.2,none,9.599999999999994,4.899999999999999,12.826086956521738,0.47236249999999996,0.7092885714285714,0.1545066757979042,0,0
8,38055,141,44.0,88.9,31.6,90.7,73.5,mixed,62,14.3,none,-6.5,-2.0,13.028072577884286,0.42168749999999994,0.66022,0.26611034183917326,0,1
9,34889,296,49.3,89.0,30.5,98.8,80.1,city,60,6.6,none,0.09999999999999432,3.299999999999997,10.617468046256848,0.4118225,0.6481274285714286,0.24589758266737619,0,2
8,27148,231,42.6,112.2,31.4,97.0,75.8,city,3,94.4,engine,-4.200000000000003,-3.3999999999999986,9.294077370763437,0.38157,0.7497348571428571,0.3249585566003926,0,2
9,15183,314,32.5,92.3,32.4,90.1,87.4,city,9,64.8,oil_system,7.400000000000006,-13.5,4.620511259890444,0.42220750000000007,0.5881605714285714,0.1455923340701181,0,2
8,10067,39,48.6,97.9,33.5,96.0,73.5,city,145,17.4,none,-6.5,2.6000000000000014,3.4464224580623073,0.3331675,0.5996965714285714,0.304502385324542,0,2
6,35276,165,52.7,91.0,34.7,55.7,85.3,city,14,78.0,brakes,5.299999999999997,6.700000000000003,16.100410771337287,0.58444,0.661104,0.2792723188872384,0,2
3,25282,233,51.4,87.6,33.2,77.7,94.6,city,19,28.4,brakes,14.599999999999994,5.399999999999999,23.067518248175183,0.519655,0.6016994285714284,0.2533607814226862,0,2
6,15051,195,51.9,87.6,32.0,77.7,93.4,mixed,21,35.8,brakes,13.400000000000006,5.899999999999999,6.869465997261525,0.4892775,0.5607754285714285,0.24712040566889495,0,1
8,16637,0,42.3,89.8,30.1,53.7,106.2,highway,6,82.0,brakes,26.200000000000003,-3.700000000000003,5.695652173913044,0.6284425000000001,0.5796908571428572,0.21612975863192707,0,0
5,39079,153,45.3,108.5,32.7,95.1,76.8,city,7,82.4,engine,-3.200000000000003,-0.7000000000000028,21.401423877327492,0.4220475,0.776316,0.2894193467954021,0,2
5,32649,49,41.7,96.7,31.5,96.2,85.9,city,156,2.2,none,5.900000000000006,-4.299999999999997,17.880065717415114,0.43852250000000004,0.6831674285714286,0.10789235618411147,0,2
7,10507,83,42.1,100.0,33.1,97.4,86.4,highway,50,5.1,none,6.400000000000006,-3.8999999999999986,4.110719874804382,0.38096750000000007,0.6134565714285714,0.1367699506627442,0,0
7,17210,231,51.1,98.9,21.7,89.2,72.4,city,4,89.9,tires,-7.599999999999994,5.100000000000001,6.733176838810642,0.370425,0.6339828571428572,0.3880149863923564,0,2
5,25107,332,44.4,102.3,35.0,96.1,71.9,city,27,53.0,engine,-8.099999999999994,-1.6000000000000014,13.74972617743702,0.3640175,0.6849994285714285,0.33611966184003544,0,2
10,66428,37,47.0,97.6,33.7,56.7,84.7,city,13,56.3,brakes,4.700000000000003,1.0,18.194467269241304,0.65642,0.8234262857142856,0.1862155639065226,1,2
4,36152,172,49.3,86.0,32.3,97.9,85.2,mixed,122,4.1,none,5.200000000000003,3.299999999999997,24.744695414099933,0.43853,0.6360365714285714,0.2661390151322554,0,1
1,14550,35,53.9,92.8,30.8,77.7,93.3,city,16,25.4,brakes,13.299999999999997,7.899999999999999,39.75409836065574,0.4876249999999999,0.5884857142857143,0.20488380769002984,0,2
6,47731,4,41.5,110.9,33.9,91.7,84.0,highway,5,89.6,engine,4.0,-4.5,21.785029666818804,0.4843775,0.8246382857142858,0.24725380560345894,0,0
8,18540,338,51.6,95.0,31.3,60.2,83.5,city,13,55.0,brakes,3.5,5.600000000000001,6.347141389934953,0.51965,0.6170171428571428,0.21501040034764152,0,2
3,13563,159,40.4,92.3,31.6,92.0,84.3,highway,69,17.8,none,4.299999999999997,-5.600000000000001,12.375,0.39910749999999995,0.5816805714285713,0.13740678601339026,0,0
8,36765,147,40.1,104.6,33.5,90.6,84.8,mixed,11,62.7,engine,4.799999999999997,-5.899999999999999,12.586442998972954,0.46401250000000005,0.7447742857142856,0.1824177260926154,0,1
3,36143,292,48.7,94.5,30.0,91.8,77.4,city,180,1.7,none,-2.5999999999999943,2.700000000000003,32.9771897810219,0.4286575,0.6845720000000001,0.23397171337710848,0,2
4,12349,62,46.0,92.5,34.5,85.8,82.4,mixed,143,9.6,none,2.4000000000000057,0.0,8.45242984257358,0.4101725000000001,0.5779674285714286,0.24223825353688436,0,1
3,7717,50,31.6,89.9,31.0,98.0,71.2,highway,11,57.1,oil_system,-8.799999999999997,-14.399999999999999,7.041058394160584,0.31109250000000005,0.5445822857142858,0.21944915265909928,0,0
7,17823,258,49.1,97.1,34.3,74.4,91.5,city,25,28.6,brakes,11.5,3.1000000000000014,6.973004694835681,0.5001575,0.6261491428571428,0.15720136828807013,0,2
1,33328,327,38.1,103.0,33.7,90.9,88.6,highway,16,49.5,engine,8.599999999999994,-7.899999999999999,91.06010928961749,0.46957,0.7218834285714285,0.14888367497777133,0,0
3,29930,70,48.4,97.8,33.8,88.1,82.3,city,45,10.0,none,2.299999999999997,2.3999999999999986,27.30839416058394,0.44567500000000004,0.6785771428571429,0.21844900466661255,0,2
7,39006,257,53.9,108.0,34.7,87.4,76.1,city,7,78.0,engine,-3.9000000000000057,7.899999999999999,15.26056338028169,0.446015,0.7731668571428572,0.34140939506028667,0,2
5,20441,102,53.7,112.0,34.4,96.0,80.9,highway,7,76.4,engine,0.9000000000000057,7.700000000000003,11.194414019715225,0.38870250000000006,0.7217640000000001,0.3074184835426841,0,0
4,30894,149,40.6,87.6,27.3,98.2,74.9,highway,20,25.4,tires,-5.099999999999994,-5.399999999999999,21.145790554414784,0.383135,0.6241474285714285,0.1835295841249761,0,0
4,36579,258,50.5,95.7,34.5,79.6,92.5,highway,25,25.2,brakes,12.5,4.5,25.036960985626283,0.5328475,0.6931731428571428,0.17635861356806057,0,0
8,18049,89,39.9,87.3,34.2,56.3,105.1,highway,3,95.5,brakes,25.099999999999994,-6.100000000000001,6.1790482711400205,0.6184725,0.5710531428571428,0.26716535667283375,0,0
4,24831,78,54.2,96.7,31.0,61.3,108.8,highway,3,84.8,brakes,28.799999999999997,8.200000000000003,16.9958932238193,0.6327275,0.6518954285714286,0.20064280145920968,0,0
2,21744,108,34.5,91.2,32.8,91.2,88.6,city,23,54.5,oil_system,8.599999999999994,-11.5,29.745554035567714,0.43956,0.6081188571428571,0.15506385379202478,0,2
3,28189,205,53.2,96.3,33.6,94.5,86.5,mixed,35,6.1,none,6.5,7.200000000000003,25.719890510948904,0.4357225,0.6630417142857142,0.21968638532852933,0,1
3,72749,112,36.0,96.2,33.4,88.1,85.2,highway,26,32.7,oil_system,5.200000000000003,-10.0,66.37682481751825,0.5643225000000001,0.8407102857142856,0.1603167641525824,1,0
4,33364,269,51.6,100.5,34.2,99.1,73.0,mixed,30,41.5,engine,-7.0,5.600000000000001,22.836413415468858,0.37856,0.7077417142857143,0.33787942160345297,0,1
2,63824,281,54.8,91.8,30.3,65.4,89.0,highway,9,67.9,brakes,9.0,8.799999999999997,87.31053351573188,0.63666,0.7798674285714284,0.23698812730685562,1,0
9,13038,112,43.3,103.8,31.3,92.9,88.8,highway,28,25.9,engine,8.799999999999997,-2.700000000000003,3.967741935483871,0.412645,0.6452948571428571,0.11022128860494555,0,0
4,16213,51,42.6,102.8,34.5,98.0,83.2,city,22,40.6,engine,3.200000000000003,-3.3999999999999986,11.097193702943189,0.3803325000000001,0.6522805714285714,0.2063951874231565,0,2
9,44337,162,44.0,102.7,34.1,95.0,83.8,city,19,37.1,engine,3.799999999999997,-2.0,13.492696287279367,0.4635425,0.7642051428571428,0.1931960840371324,0,2
8,20483,248,53.0,100.9,34.6,97.6,80.1,city,15,33.7,engine,0.09999999999999432,7.0,7.012324546388223,0.38000750000000005,0.6585034285714286,0.27700839665470145,0,2
2,31513,346,50.2,95.0,30.5,90.0,80.1,city,56,12.3,none,0.09999999999999432,4.200000000000003,43.109439124487004,0.4341825,0.6689091428571429,0.22547629196101546,0,2
10,33678,257,40.9,94.5,30.7,64.6,84.2,mixed,11,55.0,brakes,4.200000000000003,-5.100000000000001,9.224322103533279,0.544895,0.6747120000000001,0.11123779316298693,0,1
6,54997,255,50.0,98.6,32.1,96.6,70.1,mixed,20,40.0,general_service,-9.900000000000006,4.0,25.101323596531266,0.4297925,0.7834165714285714,0.3332925548150508,1,1
9,8969,52,52.7,94.5,32.7,87.0,87.6,highway,123,9.0,none,7.599999999999994,6.700000000000003,2.7294583079732195,0.4183225,0.575876,0.2093879131143528,0,0
3,12659,100,39.9,91.9,31.7,99.4,72.2,city,66,23.3,none,-7.799999999999997,-6.100000000000001,11.550182481751825,0.3225475,0.5757788571428571,0.24659192041062017,0,2
7,21788,118,31.7,90.8,34.3,91.4,79.1,mixed,14,75.6,oil_system,-0.9000000000000057,-14.3,8.524256651017215,0.40097,0.6060091428571428,0.25092589962517253,0,1
6,72142,332,36.5,90.7,32.7,85.0,74.1,city,16,40.8,oil_system,-5.900000000000006,-9.5,32.926517571884986,0.529255,0.8068537142857142,0.2421848123718103,1,2
1,15071,311,40.7,89.2,33.7,88.9,83.0,city,159,7.5,none,3.0,-5.299999999999997,41.177595628415304,0.40852750000000004,0.5699982857142857,0.22220786540393528,0,2
6,10763,83,49.7,113.2,33.2,91.0,70.3,highway,3,88.8,engine,-9.700000000000003,3.700000000000003,4.912368781378366,0.33960749999999995,0.6899091428571429,0.41128770644821694,0,0
8,8201,363,20.7,88.7,32.6,91.5,88.3,highway,4,89.7,oil_system,8.299999999999997,-25.3,2.807600136939404,0.4034525,0.539661142857143,0.25344755106225786,0,0
1,19004,350,54.5,94.3,32.0,89.3,78.2,highway,41,13.6,none,-1.7999999999999972,8.5,51.923497267759565,0.39776,0.6148731428571428,0.2940314805030797,0,0
3,47748,13,42.4,101.3,31.1,89.7,83.0,city,14,62.7,engine,3.0,-3.6000000000000014,43.565693430656935,0.48741999999999996,0.7698491428571429,0.14953196624587928,0,2
1,76948,114,39.5,87.4,33.1,87.3,93.7,mixed,14,71.1,brakes,13.700000000000003,-6.5,210.24043715846994,0.61162,0.8072205714285715,0.2007273031834278,1,1
5,88089,294,46.9,87.2,34.5,95.0,77.1,city,14,53.2,general_service,-2.9000000000000057,0.8999999999999986,48.241511500547645,0.5461225000000001,0.8506417142857143,0.3220847042701241,2,2
7,10840,90,51.3,96.8,33.8,87.2,93.3,city,8,77.6,brakes,13.299999999999997,5.299999999999997,4.241001564945227,0.4451,0.5965028571428571,0.15615802029424292,0,2
9,7600,312,29.1,99.4,30.6,91.6,82.7,highway,8,70.0,oil_system,2.700000000000003,-16.9,2.3128423615337796,0.3792000000000001,0.5984,0.15772729947083455,0,0
7,70215,166,38.1,86.1,34.1,93.8,72.2,mixed,25,38.1,general_service,-7.799999999999997,-7.899999999999999,27.470657276995304,0.4860375,0.77286,0.3174230622050935,1,1
2,62155,184,49.7,91.3,34.8,98.4,87.2,highway,23,38.5,general_service,7.200000000000003,3.700000000000003,85.02735978112175,0.5097875000000001,0.7703342857142857,0.24716759059036522,1,0
3,80438,94,44.2,89.7,30.1,93.6,83.5,highway,9,60.8,general_service,3.5,-1.7999999999999972,73.39233576642336,0.5574950000000001,0.8343234285714286,0.16693367483165422,2,0
5,25706,315,49.0,99.6,34.4,82.9,95.0,highway,28,53.0,brakes,15.0,3.0,14.07776560788609,0.504115,0.6719668571428571,0.11575881113659177,0,0
7,39665,113,43.2,97.3,32.4,63.8,103.5,highway,1,93.8,brakes,23.5,-2.799999999999997,15.518388106416275,0.6398625,0.71466,0.10419764467567721,0,0
6,9892,25,44.7,99.0,22.7,94.4,72.3,city,4,87.9,tires,-7.700000000000003,-1.2999999999999972,4.514833409402099,0.33352999999999994,0.6052822857142858,0.31514299955770164,0,2
6,38482,170,40.7,96.8,24.4,90.9,85.3,mixed,7,76.6,tires,5.299999999999997,-5.299999999999997,17.56366955727978,0.469255,0.7070708571428572,0.17342619176736174,0,1
1,25450,254,26.0,98.7,33.8,97.2,74.5,mixed,4,85.4,oil_system,-5.5,-20.0,69.53551912568307,0.37142499999999995,0.6658000000000001,0.29748002109976174,0,1
6,15974,221,53.3,91.5,30.1,87.2,81.0,highway,93,20.5,none,1.0,7.299999999999997,7.2907348242811505,0.40873500000000007,0.5867531428571428,0.26397547977378544,0,0
4,17432,21,43.6,86.5,33.4,94.0,87.9,city,173,5.0,none,7.900000000000006,-2.3999999999999986,11.931553730321697,0.41618000000000005,0.5640137142857142,0.23391223084008134,0,2
3,49317,210,40.5,108.9,31.2,87.0,84.0,city,3,95.8,engine,4.0,-5.5,44.997262773722625,0.5047925,0.8195537142857142,0.21083195904176572,0,2
7,5796,36,34.2,91.4,31.4,91.0,82.3,mixed,25,46.5,oil_system,2.299999999999997,-11.799999999999997,2.267605633802817,0.37519,0.5454697142857142,0.1375145967308887,0,1
1,44443,111,49.2,86.3,33.1,87.4,78.5,mixed,85,21.6,none,-1.5,3.200000000000003,121.42896174863388,0.4692075,0.6709148571428571,0.3088963307092364,0,1
5,26976,309,34.1,87.7,30.5,91.5,83.4,city,15,37.8,oil_system,3.4000000000000057,-11.899999999999999,14.77327491785323,0.43079000000000006,0.6090468571428571,0.13332669616003617,0,2
3,36573,40,48.8,96.4,31.8,97.4,88.6,city,54,14.2,none,8.599999999999994,2.799999999999997,33.36952554744526,0.45493249999999996,0.6971491428571429,0.14449152299463502,0,2
2,17230,269,43.7,96.2,33.3,95.0,70.7,highway,111,20.5,none,-9.299999999999997,-2.299999999999997,23.57045143638851,0.3433750000000001,0.6186342857142857,0.30593111984909305,0,0
7,33998,299,42.4,95.0,20.1,97.7,81.0,city,7,98.8,tires,1.0,-3.6000000000000014,13.301251956181533,0.41704500000000005,0.6788491428571428,0.3015812031090276,0,2
